"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005766","CC","GO:0005766","primary lysosome","18/880","155/19717",0.000196318742245137,0.000196318742245137,0.00216983873007783,"STXBP2/FTL/UNC13D/ADA2/ARSA/DNAJC5/MAN2B1/RETN/VAT1/VAMP8/NPC2/CD63/LAMTOR1/LPCAT1/MNDA/PRKCD/NFAM1/DDOST",18
"GO:0042582","CC","GO:0042582","azurophil granule","18/880","155/19717",0.000196318742245137,0.000196318742245137,0.00216983873007783,"STXBP2/FTL/UNC13D/ADA2/ARSA/DNAJC5/MAN2B1/RETN/VAT1/VAMP8/NPC2/CD63/LAMTOR1/LPCAT1/MNDA/PRKCD/NFAM1/DDOST",18
"GO:0070821","CC","GO:0070821","tertiary granule membrane","11/880","73/19717",0.000371611050606744,0.000371611050606744,0.00401176189271908,"CYBA/DYNLL1/CD33/LAMTOR2/VAMP8/CD93/ADAM8/PTAFR/ATP6AP2/TARM1/CLEC5A",11
"GO:0035580","CC","GO:0035580","specific granule lumen","10/880","62/19717",0.000388831976348256,0.000388831976348256,0.00410227037247801,"ACAA1/RETN/PTPN6/QPCT/CFP/B2M/OSCAR/LRG1/CANT1/NEU1",10
"GO:0022626","CC","GO:0022626","cytosolic ribosome","14/880","112/19717",0.00046293214346552,0.00046293214346552,0.00477551053259168,"RPL18/RPS16/RPL18A/RPL28/RPL19/RPLP1/RPS11/RPS8/RPL10/RPL27A/RPS21/RPLP2/UBA52/RPS28",14
"GO:0005770","CC","GO:0005770","late endosome","24/880","256/19717",0.000512689070202886,0.000512689070202886,0.00507104211186626,"CD74/YIPF1/MCOLN1/UNC13D/CHMP4B/MAPK3/CTSH/LAMTOR2/VAMP8/CHMP2A/STARD3/CD63/DYSF/MVB12A/LAMTOR1/WDR81/ANKRD13D/SFTPA2/HLA-DRB1/ANXA6/HLA-DRB5/HLA-DRA/HLA-DMB/TICAM2",24
"GO:0030662","CC","GO:0030662","coated vesicle membrane","19/880","182/19717",0.000519414386347995,0.000519414386347995,0.00507104211186626,"CD74/AP2S1/DNAJC5/COPE/VAMP8/CLTA/FCHO1/NECAP2/B2M/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",19
"GO:0005746","CC","GO:0005746","mitochondrial respirasome","12/880","88/19717",0.000524352653743994,0.000524352653743994,0.00507104211186626,"NDUFB7/COX6A1/NDUFA1/NDUFB10/NDUFS6/NDUFB11/NDUFA3/UQCRH/NDUFB1/COA3/UQCR10/NDUFA6",12
"GO:0030660","CC","GO:0030660","Golgi-associated vesicle membrane","14/880","114/19717",0.000554898819612992,0.000554898819612992,0.0052569361858073,"CD74/COPE/CLTA/B2M/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",14
"GO:0030665","CC","GO:0030665","clathrin-coated vesicle membrane","14/880","115/19717",0.000606417873694441,0.000606417873694441,0.00563011120629997,"CD74/AP2S1/DNAJC5/VAMP8/CLTA/FCHO1/NECAP2/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1",14
"GO:0030863","CC","GO:0030863","cortical cytoskeleton","14/880","116/19717",0.000661936925714966,0.000661936925714966,0.00602506056223529,"WDR1/ACTB/MAEA/RIMS4/CORO1A/COTL1/RIMS3/GMFG/CIB2/SPTBN5/DCDC2/GSN/MYO1A/CFL1",14
"GO:0031227","CC","GO:0031227","intrinsic component of endoplasmic reticulum membrane","17/880","158/19717",0.000711843520924702,0.000711843520924702,0.00635471645197963,"CD74/ELOVL3/ERGIC3/CYP2E1/SLC37A2/PREB/B2M/DPM3/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",17
"GO:0030136","CC","GO:0030136","clathrin-coated vesicle","19/880","188/19717",0.000773816958867957,0.000773816958867957,0.00677762222166374,"CD74/AP2S1/UNC13D/DNAJC5/VAMP8/CLTA/FCHO1/MALL/NECAP2/RGS19/SFTPA2/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/DENND1C/HLA-DPB1/HLA-DPA1",19
"GO:0001891","CC","GO:0001891","phagocytic cup","6/880","27/19717",0.00102715842473539,0.00102715842473539,0.0088172795390683,"MCOLN1/CORO1A/RAB31/AIF1/TNF/TICAM2",6
"GO:0005798","CC","GO:0005798","Golgi-associated vesicle","18/880","178/19717",0.00104467767781478,0.00104467767781478,0.0088172795390683,"CD74/COPE/CLTA/ERGIC3/B2M/YIF1B/YIF1A/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B/TICAM2",18
"GO:0030176","CC","GO:0030176","integral component of endoplasmic reticulum membrane","16/880","150/19717",0.00110669045356705,0.00110669045356705,0.00917388139141105,"CD74/ELOVL3/ERGIC3/SLC37A2/PREB/B2M/DPM3/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",16
"GO:0005938","CC","GO:0005938","cell cortex","26/880","308/19717",0.0014552132031611,0.0014552132031611,0.0118513208235281,"WDR1/ACTB/MAEA/RIMS4/CORO1A/COTL1/HAMP/PFN1/NEDD9/RIMS3/CLTA/GMFG/CIB2/MYO7A/SPTBN5/SEPTIN12/DCDC2/GSN/FABP1/MYO1A/OR2C1/C2CD2L/CFL1/RHOG/AGTRAP/CTNND1",26
"GO:0005747","CC","GO:0005747","mitochondrial respiratory chain complex I","8/880","50/19717",0.00154817260535216,0.00154817260535216,0.0119779669993035,"NDUFB7/NDUFA1/NDUFB10/NDUFS6/NDUFB11/NDUFA3/NDUFB1/NDUFA6",8
"GO:0030964","CC","GO:0030964","NADH dehydrogenase complex","8/880","50/19717",0.00154817260535216,0.00154817260535216,0.0119779669993035,"NDUFB7/NDUFA1/NDUFB10/NDUFS6/NDUFB11/NDUFA3/NDUFB1/NDUFA6",8
"GO:0045271","CC","GO:0045271","respiratory chain complex I","8/880","50/19717",0.00154817260535216,0.00154817260535216,0.0119779669993035,"NDUFB7/NDUFA1/NDUFB10/NDUFS6/NDUFB11/NDUFA3/NDUFB1/NDUFA6",8
"GO:0000313","CC","GO:0000313","organellar ribosome","11/880","87/19717",0.00166223566784387,0.00166223566784387,0.0124456015198497,"MRPS34/MTG2/MRPS15/MRPS12/MRPL34/MRPL58/MRPL11/MRPL40/MRPL53/MRPL20/MPV17L2",11
"GO:0005761","CC","GO:0005761","mitochondrial ribosome","11/880","87/19717",0.00166223566784387,0.00166223566784387,0.0124456015198497,"MRPS34/MTG2/MRPS15/MRPS12/MRPL34/MRPL58/MRPL11/MRPL40/MRPL53/MRPL20/MPV17L2",11
"GO:1990204","CC","GO:1990204","oxidoreductase complex","13/880","114/19717",0.00171975235728153,0.00171975235728153,0.0126096791942335,"CYBA/NDUFB7/NCF4/NDUFA1/NDUFB10/NDUFS6/NDUFB11/NCF1/NDUFA3/UQCRH/NDUFB1/UQCR10/NDUFA6",13
"GO:0005782","CC","GO:0005782","peroxisomal matrix","8/880","51/19717",0.00176564102096127,0.00176564102096127,0.0126096791942335,"ACAA1/ECH1/ACOT2/PAOX/FABP1/ACOX2/ACOT4/ACOT6",8
"GO:0031907","CC","GO:0031907","microbody lumen","8/880","51/19717",0.00176564102096127,0.00176564102096127,0.0126096791942335,"ACAA1/ECH1/ACOT2/PAOX/FABP1/ACOX2/ACOT4/ACOT6",8
"GO:0022625","CC","GO:0022625","cytosolic large ribosomal subunit","9/880","63/19717",0.0018319551180912,0.0018319551180912,0.0128850431750912,"RPL18/RPL18A/RPL28/RPL19/RPLP1/RPL10/RPL27A/RPLP2/UBA52",9
"GO:0008250","CC","GO:0008250","oligosaccharyltransferase complex","4/880","13/19717",0.0020390828464316,0.0020390828464316,0.0141278167364703,"DAD1/TMEM258/OST4/DDOST",4
"GO:0030864","CC","GO:0030864","cortical actin cytoskeleton","11/880","90/19717",0.00218878672510349,0.00218878672510349,0.0149420270243133,"WDR1/MAEA/CORO1A/COTL1/GMFG/CIB2/SPTBN5/DCDC2/GSN/MYO1A/CFL1",11
"GO:0072562","CC","GO:0072562","blood microparticle","15/880","147/19717",0.00242024447280896,0.00242024447280896,0.016211625601653,"ITIH4/ACTB/TGFB1/PFN1/LGALS3BP/BCHE/CIB2/ACTA1/GSN/SERPINF2/HSPA6/ACTG1/HSPA1B/HSPA1A/HSPA1L",15
"GO:0005753","CC","GO:0005753","mitochondrial proton-transporting ATP synthase complex","5/880","22/19717",0.00244461020977307,0.00244461020977307,0.016211625601653,"ATP5F1E/ATP5MPL/ATP5MG/ATP5PD/ATP5ME",5
"GO:0030658","CC","GO:0030658","transport vesicle membrane","19/880","208/19717",0.00252738635919172,0.00252738635919172,0.0162949910000519,"SYN1/CD74/DNAJC5/SYNGR2/CPE/OTOF/CLTA/ECE2/B2M/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",19
"GO:0098858","CC","GO:0098858","actin-based cell projection","19/880","208/19717",0.00252738635919172,0.00252738635919172,0.0162949910000519,"DEF6/HYAL2/TGFB1/CA9/PPP1R9B/SLC9A3R1/VASP/CIB2/MYO7A/ACTA1/DNALI1/S100P/MYO1A/LOXHD1/MYO7B/ENPP7/CIB1/AP2A1/CEACAM16",19
"GO:0030027","CC","GO:0030027","lamellipodium","18/880","193/19717",0.00258641036414168,0.00258641036414168,0.0163460945841526,"ARHGAP31/CORO1A/MEFV/ABI3/PPP1R9B/NEDD9/VASP/DYSF/ACTA1/GSN/ARPC2/CORO1B/CFL1/CIB1/CTNND1/CDC42BPB/AIF1/BRK1",18
"GO:0032588","CC","GO:0032588","trans-Golgi network membrane","11/880","92/19717",0.00260956421894039,0.00260956421894039,0.0163460945841526,"CD74/CLTA/SCAMP2/AP1S3/RAB31/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1",11
"GO:0005777","CC","GO:0005777","peroxisome","14/880","134/19717",0.00267616333101092,0.00267616333101092,0.0163460945841526,"ACAA1/ABCD1/ECH1/CD33/ACOT2/PEX11B/PAOX/XDH/PMVK/FABP1/TKT/ACOX2/ACOT4/ACOT6",14
"GO:0042579","CC","GO:0042579","microbody","14/880","134/19717",0.00267616333101092,0.00267616333101092,0.0163460945841526,"ACAA1/ABCD1/ECH1/CD33/ACOT2/PEX11B/PAOX/XDH/PMVK/FABP1/TKT/ACOX2/ACOT4/ACOT6",14
"GO:0005767","CC","GO:0005767","secondary lysosome","4/880","14/19717",0.00275464036579429,0.00275464036579429,0.0166069227794297,"FTL/NCF4/ADAM8/NCF1",4
"GO:0030133","CC","GO:0030133","transport vesicle","30/880","392/19717",0.00298850366471915,0.00298850366471915,0.017467843438615,"SYN1/CD74/YIPF1/ROGDI/UNC13D/DNAJC5/COPE/SYNGR2/CPE/OTOF/CLTA/PPT1/VPS45/YIPF3/SCAMP2/ECE2/ATP6V0D1/B2M/PRG2/BLOC1S3/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",30
"GO:0033177","CC","GO:0033177","proton-transporting two-sector ATPase complex, proton-transporting domain","5/880","23/19717",0.00301033129554363,0.00301033129554363,0.017467843438615,"ATP6V0B/ATP6V0D1/ATP5MG/ATP5PD/ATP5ME",5
"GO:0045259","CC","GO:0045259","proton-transporting ATP synthase complex","5/880","23/19717",0.00301033129554363,0.00301033129554363,0.017467843438615,"ATP5F1E/ATP5MPL/ATP5MG/ATP5PD/ATP5ME",5
"GO:0033290","CC","GO:0033290","eukaryotic 48S preinitiation complex","4/880","15/19717",0.00362485957486065,0.00362485957486065,0.0207740490255172,"EIF3I/EIF3G/EIF3F/EIF3K",4
"GO:0031300","CC","GO:0031300","intrinsic component of organelle membrane","29/880","381/19717",0.00375168883421979,0.00375168883421979,0.0212387005891005,"SYN1/CD74/DNAJC5/ABCD1/P2RX3/ELOVL3/ERGIC3/TIMM17B/CYP2E1/PEX11B/SLC37A2/PREB/B2M/YIF1B/YIF1A/DPM3/SMDT1/COA3/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B/PISD/CHCHD10",29
"GO:0015935","CC","GO:0015935","small ribosomal subunit","9/880","72/19717",0.00461766922576369,0.00461766922576369,0.0257762203477397,"MRPS34/RPS16/MRPS15/MRPS12/RPS11/RPS8/RPS21/UBA52/RPS28",9
"GO:0005852","CC","GO:0005852","eukaryotic translation initiation factor 3 complex","4/880","16/19717",0.0046642684438767,0.0046642684438767,0.0257762203477397,"EIF3I/EIF3G/EIF3F/EIF3K",4
"GO:0016282","CC","GO:0016282","eukaryotic 43S preinitiation complex","4/880","17/19717",0.00588665837077472,0.00588665837077472,0.0321488091828068,"EIF3I/EIF3G/EIF3F/EIF3K",4
"GO:0016469","CC","GO:0016469","proton-transporting two-sector ATPase complex","7/880","51/19717",0.00719212679496009,0.00719212679496009,0.0385425639473001,"ATP6V0B/ATP5F1E/ATP5MPL/ATP6V0D1/ATP5MG/ATP5PD/ATP5ME",7
"GO:0070993","CC","GO:0070993","translation preinitiation complex","4/880","18/19717",0.00730498525883412,0.00730498525883412,0.0385425639473001,"EIF3I/EIF3G/EIF3F/EIF3K",4
"GO:0035578","CC","GO:0035578","azurophil granule lumen","10/880","91/19717",0.00730648151019114,0.00730648151019114,0.0385425639473001,"FTL/UNC13D/ADA2/ARSA/MAN2B1/RETN/VAT1/NPC2/MNDA/PRKCD",10
"GO:0031301","CC","GO:0031301","integral component of organelle membrane","26/880","350/19717",0.00794570807507177,0.00794570807507177,0.0414436104211313,"CD74/ABCD1/P2RX3/ELOVL3/ERGIC3/TIMM17B/PEX11B/SLC37A2/PREB/B2M/YIF1B/YIF1A/DPM3/SMDT1/COA3/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B/PISD/CHCHD10",26
"GO:0030125","CC","GO:0030125","clathrin vesicle coat","5/880","29/19717",0.00851958420667198,0.00851958420667198,0.0439431185396765,"AP2S1/CLTA/FCHO1/NECAP2/AP2A1",5
"GO:0034704","CC","GO:0034704","calcium channel complex","8/880","66/19717",0.00887614650369966,0.00887614650369966,0.0452791279136096,"PRKACA/FKBP1A/CACNA1F/CASQ2/CACNG6/CACNA2D4/CACNA2D3/SMDT1",8
"GO:0002102","CC","GO:0002102","podosome","5/880","30/19717",0.00985583094903815,0.00985583094903815,0.0496160859878774,"WDR1/SH3PXD2A/LPXN/GSN/ADAM8",5
"GO:0055038","CC","GO:0055038","recycling endosome membrane","9/880","81/19717",0.00994009341729925,0.00994009341729925,0.0496160859878774,"EHD3/EHD1/VAMP8/SCAMP2/B2M/SORCS2/HLA-C/HLA-A/HLA-B",9
"GO:0005775","CC","GO:0005775","vacuolar lumen","15/880","172/19717",0.0102799068267624,0.0102799068267624,0.0504639786902429,"CD74/GALC/FTL/UNC13D/ADA2/ARSA/MAN2B1/RETN/VAT1/HYAL1/NPC2/PPT1/MNDA/PRKCD/NEU1",15
"GO:0099738","CC","GO:0099738","cell cortex region","6/880","42/19717",0.0103273788589443,0.0103273788589443,0.0504639786902429,"RIMS4/HAMP/RIMS3/CLTA/FABP1/CTNND1",6
"GO:0005839","CC","GO:0005839","proteasome core complex","4/880","20/19717",0.0107766443678247,0.0107766443678247,0.051246134728333,"PSMA7/PSMB7/PSMB8/PSMB3",4
"GO:0030132","CC","GO:0030132","clathrin coat of coated pit","4/880","20/19717",0.0107766443678247,0.0107766443678247,0.051246134728333,"AP2S1/CLTA/FCHO1/AP2A1",4
"GO:0016459","CC","GO:0016459","myosin complex","7/880","55/19717",0.0108186284426481,0.0108186284426481,0.051246134728333,"MYL6/MYL9/MYL12A/MYL2/MYO7A/MYO1A/MYO7B",7
"GO:0000276","CC","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","3/880","11/19717",0.0111701447594547,0.0111701447594547,0.0518529877781003,"ATP5MG/ATP5PD/ATP5ME",3
"GO:0019774","CC","GO:0019774","proteasome core complex, beta-subunit complex","3/880","11/19717",0.0111701447594547,0.0111701447594547,0.0518529877781003,"PSMB7/PSMB8/PSMB3",3
"GO:0005902","CC","GO:0005902","microvillus","9/880","83/19717",0.0115808015888836,0.0115808015888836,0.0532270297102416,"HYAL2/TGFB1/CA9/SLC9A3R1/MYO7A/S100P/MYO1A/MYO7B/ENPP7",9
"GO:0022627","CC","GO:0022627","cytosolic small ribosomal subunit","6/880","44/19717",0.0128941801185325,0.0128941801185325,0.0577400864584406,"RPS16/RPS11/RPS8/RPS21/UBA52/RPS28",6
"GO:0042788","CC","GO:0042788","polysomal ribosome","5/880","32/19717",0.0129455026530015,0.0129455026530015,0.0577400864584406,"RPL18/RPL18A/RPL19/RPS21/RPS28",5
"GO:0000315","CC","GO:0000315","organellar large ribosomal subunit","7/880","57/19717",0.0130602576513139,0.0130602576513139,0.0577400864584406,"MRPL34/MRPL58/MRPL11/MRPL40/MRPL53/MRPL20/MPV17L2",7
"GO:0005762","CC","GO:0005762","mitochondrial large ribosomal subunit","7/880","57/19717",0.0130602576513139,0.0130602576513139,0.0577400864584406,"MRPL34/MRPL58/MRPL11/MRPL40/MRPL53/MRPL20/MPV17L2",7
"GO:0035577","CC","GO:0035577","azurophil granule membrane","7/880","58/19717",0.0142979381768329,0.0142979381768329,0.0626155981726248,"DNAJC5/VAMP8/CD63/LAMTOR1/LPCAT1/NFAM1/DDOST",7
"GO:0097225","CC","GO:0097225","sperm midpiece","4/880","22/19717",0.0151636476347174,0.0151636476347174,0.0657862135456011,"SLC9A3R1/TCP11/GABARAP/LYZL6",4
"GO:0070069","CC","GO:0070069","cytochrome complex","5/880","34/19717",0.0166300349801913,0.0166300349801913,0.0714799749148572,"COX6A1/COX6B1/UQCRH/COA3/UQCR10",5
"GO:0099568","CC","GO:0099568","cytoplasmic region","19/880","251/19717",0.0176936629243504,0.0176936629243504,0.0753539869593291,"PRKACA/DYNLL1/CFAP61/RPGRIP1/RIMS4/HAMP/RIMS3/KIF17/CLTA/TTLL8/DCDC2/SPATA4/FABP1/DNALI1/AK8/GABARAP/BLOC1S3/ATG7/CTNND1",19
"GO:0045263","CC","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","3/880","13/19717",0.0181158734525006,0.0181158734525006,0.0764507195459594,"ATP5MG/ATP5PD/ATP5ME",3
"GO:0005930","CC","GO:0005930","axoneme","11/880","123/19717",0.0217499718538176,0.0217499718538176,0.090190439211415,"PRKACA/CFAP61/RPGRIP1/KIF17/TTLL8/DCDC2/SPATA4/DNALI1/AK8/GABARAP/ATG7",11
"GO:0000502","CC","GO:0000502","proteasome complex","7/880","63/19717",0.0217602329525954,0.0217602329525954,0.090190439211415,"PSMC4/PSMA7/ADRM1/PSMB7/PSMD4/PSMB8/PSMB3",7
"GO:0030677","CC","GO:0030677","ribonuclease P complex","3/880","14/19717",0.0223053006579659,0.0223053006579659,0.0908276785795288,"HSD17B10/POP4/RPP25",3
"GO:0036020","CC","GO:0036020","endolysosome membrane","3/880","14/19717",0.0223053006579659,0.0223053006579659,0.0908276785795288,"AP2S1/CLTA/AP2A1",3
"GO:0097014","CC","GO:0097014","ciliary plasm","11/880","124/19717",0.0229423207029179,0.0229423207029179,0.0926092762470189,"PRKACA/CFAP61/RPGRIP1/KIF17/TTLL8/DCDC2/SPATA4/DNALI1/AK8/GABARAP/ATG7",11
"GO:1905369","CC","GO:1905369","endopeptidase complex","7/880","64/19717",0.0235247477786176,0.0235247477786176,0.0941416857565369,"PSMC4/PSMA7/ADRM1/PSMB7/PSMD4/PSMB8/PSMB3",7
"GO:0042641","CC","GO:0042641","actomyosin","8/880","79/19717",0.0244195953414709,0.0244195953414709,0.0968874632981435,"CYBA/WDR1/MYL9/PDLIM1/SEPTIN12/ACTA1/CORO1B/CDC42BPB",8
"GO:0005884","CC","GO:0005884","actin filament","10/880","111/19717",0.026658598305025,0.026658598305025,0.103489832271208,"WDR1/CORO1A/COTL1/PDLIM1/SPTBN5/ACTA1/MYO1A/CORO1B/ACTG1/AIF1",10
"GO:0036452","CC","GO:0036452","ESCRT complex","4/880","26/19717",0.0269376395334454,0.0269376395334454,0.103489832271208,"CHMP4B/CHMP2A/VPS25/MVB12A",4
"GO:0030122","CC","GO:0030122","AP-2 adaptor complex","3/880","15/19717",0.0269754109287422,0.0269754109287422,0.103489832271208,"AP2S1/FCHO1/AP2A1",3
"GO:0043020","CC","GO:0043020","NADPH oxidase complex","3/880","15/19717",0.0269754109287422,0.0269754109287422,0.103489832271208,"CYBA/NCF4/NCF1",3
"GO:0030117","CC","GO:0030117","membrane coat","9/880","96/19717",0.0275376214679007,0.0275376214679007,0.103928892317879,"AP2S1/CHMP4B/COPE/CLTA/FCHO1/CHMP2A/AP1S3/NECAP2/AP2A1",9
"GO:0048475","CC","GO:0048475","coated membrane","9/880","96/19717",0.0275376214679007,0.0275376214679007,0.103928892317879,"AP2S1/CHMP4B/COPE/CLTA/FCHO1/CHMP2A/AP1S3/NECAP2/AP2A1",9
"GO:0005811","CC","GO:0005811","lipid droplet","8/880","81/19717",0.0278841844544275,0.0278841844544275,0.104388160818358,"SYNGR2/EHD1/PITPNM1/CIDEB/LPCAT1/ALOX15/DHRS3/PNPLA1",8
"GO:0009897","CC","GO:0009897","external side of plasma membrane","26/880","393/19717",0.0300311421667014,0.0300311421667014,0.11152617848855,"CD74/SPA17/HYAL2/IL12RB1/CD40/FCGRT/CD33/CEACAM5/CD83/CCRL2/CDH13/GFRA3/IL2RG/MS4A2/CD1D/CD1B/B2M/CX3CR1/CXCR2/ATP6AP2/CSF2RA/HLA-C/HLA-A/TNF/HLA-B/PECAM1",26
"GO:0097729","CC","GO:0097729","9+2 motile cilium","9/880","98/19717",0.0309324543696097,0.0309324543696097,0.113961673993299,"SPA17/PRKACA/SLC9A3R1/TCP11/SEPTIN12/DNALI1/AK8/GABARAP/LYZL6",9
"GO:0030128","CC","GO:0030128","clathrin coat of endocytic vesicle","3/880","16/19717",0.0321241361175573,0.0321241361175573,0.116502829176339,"AP2S1/FCHO1/AP2A1",3
"GO:0098831","CC","GO:0098831","presynaptic active zone cytoplasmic component","3/880","16/19717",0.0321241361175573,0.0321241361175573,0.116502829176339,"RIMS4/RIMS3/CTNND1",3
"GO:0005791","CC","GO:0005791","rough endoplasmic reticulum","8/880","85/19717",0.035802928313117,0.035802928313117,0.12883795500681,"RPL18/SEC61B/P2RX3/NCF1/RPS21/SSR4/SFTPA2/RPS28",8
"GO:0032421","CC","GO:0032421","stereocilium bundle","6/880","57/19717",0.0409009889232862,0.0409009889232862,0.146051304576269,"SLC9A3R1/CIB2/MYO7A/DCDC2/LOXHD1/CEACAM16",6
"GO:0005891","CC","GO:0005891","voltage-gated calcium channel complex","5/880","43/19717",0.0415446864473367,0.0415446864473367,0.147217410391928,"FKBP1A/CACNA1F/CACNG6/CACNA2D4/CACNA2D3",5
"GO:0030120","CC","GO:0030120","vesicle coat","6/880","58/19717",0.043970571701723,0.043970571701723,0.154633350242901,"AP2S1/COPE/CLTA/FCHO1/NECAP2/AP2A1",6
"GO:1905368","CC","GO:1905368","peptidase complex","8/880","89/19717",0.0451137915408352,0.0451137915408352,0.157460879062195,"PSMC4/PSMA7/TAF12/ADRM1/PSMB7/PSMD4/PSMB8/PSMB3",8
"GO:0045171","CC","GO:0045171","intercellular bridge","6/880","59/19717",0.0471803959260596,0.0471803959260596,0.163445047944951,"RFXANK/PRKACA/USB1/UNC119/DNAJC8/MICAL1",6
"GO:0031304","CC","GO:0031304","intrinsic component of mitochondrial inner membrane","5/880","45/19717",0.0490785761254475,0.0490785761254475,0.16752052686782,"TIMM17B/SMDT1/COA3/PISD/CHCHD10",5
"GO:0031305","CC","GO:0031305","integral component of mitochondrial inner membrane","5/880","45/19717",0.0490785761254475,0.0490785761254475,0.16752052686782,"TIMM17B/SMDT1/COA3/PISD/CHCHD10",5
"GO:0042605","MF","GO:0042605","peptide antigen binding","9/831","31/17696",8.42538671304154e-06,8.42538671304154e-06,0.0068733417922181,"HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",9
"GO:0016651","MF","GO:0016651","oxidoreductase activity, acting on NAD(P)H","14/831","107/17696",0.000477143556208744,0.000477143556208744,0.124627329228822,"CYBA/NDUFB7/KMO/NQO2/NDUFA1/MICAL1/NDUFB10/NDUFS6/NCF1/CYB5R1/TXNDC2/NDUFA3/NDUFB1/NDUFA6",14
"GO:0003735","MF","GO:0003735","structural constituent of ribosome","21/831","202/17696",0.000553873167130873,0.000553873167130873,0.124627329228822,"RPL18/MRPS34/RPS16/RPL18A/RPL28/RPL19/MRPS15/MRPS12/MRPL34/RPLP1/RPS11/RPS8/RPL10/RPL27A/RPS21/MRPL11/RPLP2/MRPS23/UBA52/RPS28/MRPL20",21
"GO:0009055","MF","GO:0009055","electron transfer activity","14/831","114/17696",0.000906583747380466,0.000906583747380466,0.124627329228822,"CYBA/COX6A1/AKR1A1/NQO2/COX6B1/UQCR11/COX5B/NDUFS6/XDH/NCF1/DHRS3/GLRX/UQCRH/UQCR10",14
"GO:0051015","MF","GO:0051015","actin filament binding","20/831","198/17696",0.00106347069853992,0.00106347069853992,0.124627329228822,"WDR1/CAPZB/CORO1A/COTL1/PPP1R9B/MICAL1/MYO7A/MYH15/ZNF185/GSN/TAGLN/NEXN/ARPC2/MYO1A/MYO7B/CORO1B/CFL1/ANXA6/AIF1/ARPC4",20
"GO:0003779","MF","GO:0003779","actin binding","35/831","431/17696",0.00119487862533761,0.00119487862533761,0.124627329228822,"SYN1/WDR1/CAPZB/FXYD5/MAEA/CORO1A/COTL1/MEFV/PDLIM1/PFN1/PPP1R9B/MYL2/VASP/TNNT3/TNNI2/GMFG/MICAL1/MYO7A/SPTBN5/MYH15/ZNF185/GSN/TAGLN/NEXN/ARPC2/MYO1A/MYO7B/CORO1B/CFL1/MRTFA/ANXA6/MSRB1/AIF1/TMSB4X/ARPC4",35
"GO:0005324","MF","GO:0005324","long-chain fatty acid transporter activity","4/831","11/17696",0.0012221518737278,0.0012221518737278,0.124627329228822,"ABCD1/SLC27A1/SLC27A3/FABP1",4
"GO:0031386","MF","GO:0031386","protein tag","4/831","11/17696",0.0012221518737278,0.0012221518737278,0.124627329228822,"NEDD8/ISG15/UBL5/UBA52",4
"GO:0032036","MF","GO:0032036","myosin heavy chain binding","4/831","12/17696",0.00176544768322284,0.00176544768322284,0.160025959590375,"MYL9/CORO1A/MYL2/SPTBN5",4
"GO:0030246","MF","GO:0030246","carbohydrate binding","24/831","271/17696",0.00221773797416298,0.00221773797416298,0.180920729471191,"MAN2B1/CLC/CD33/CLEC11A/MAG/FBXO6/CD93/SIGLEC9/LGALS12/REG4/GALNT13/CLEC18A/FBP1/SIGLEC7/LGALS4/GAL3ST3/LGALS7B/CLECL1/SFTPA2/PRG2/HLA-DRB1/HLA-DRA/SIGLEC12/CLEC5A",24
