gene_names	ID	CpG_logFC	Gene_logFC	Gene_P.value	Gene_log2_P.value
RP11-304L19.5	16_2190404	"NA"	0	1	-0
RP11-304L19.8	16_2256472	"NA"	0	1	-0
RP11-305E17.4	1_100713369	"NA"	0	1	-0
RP11-305E17.6	1_100726257	"NA"	0	1	-0
RP11-307C12.12	1_154931357	"NA"	0	1	-0
RP11-307C12.13	1_154893404	"NA"	0	1	-0
RP11-312B8.1	1_6840889	"NA"	0	1	-0
RP11-313A24.1	1_95519978	"NA"	0	1	-0
RP11-313D6.3	10_112622717	"NA"	0	1	-0
RP11-313E19.2	4_177588621	"NA"	0	1	-0
RP11-317J10.2	8_86374486	"NA"	0	1	-0
RP11-318M2.2	8_104310067	"NA"	0	1	-0
RP11-320M2.1	2_10587642	"NA"	0	1	-0
RP11-324I22.2	10_35505514	"NA"	0	1	-0
RP11-324L3.5	10_102940896	"NA"	0	1	-0
RP11-327P2.5	13_52377096	"NA"	0	1	-0
RP11-332E19.2	14_78749220	"NA"	0	1	-0
RP11-332H17.1	1_169990454	"NA"	0	1	-0
RP11-333E13.4	4_40052036	"NA"	0	1	-0
RP11-337C18.10	1_146642039	DOWN	0	1	-0
RP11-337C18.8	1_146642039	DOWN	0	1	-0
RP11-337C18.9	1_146642039	DOWN	0	1	-0
RP11-338I21.1	10_85897642	"NA"	0	1	-0
RP11-342I1.2	4_140473050	"NA"	0	1	-0
RP11-343H19.2	16_56715402	"NA"	0	1	-0
RP11-343H5.6	1_206808181	"NA"	0	1	-0
RP11-346I3.4	8_67336948	"NA"	0	1	-0
RP11-348F1.2	X_51136685	UP	0	1	-0
RP11-348F1.3	X_51136685	UP	0	1	-0
RP11-348H3.4	1_213023955	"NA"	0	1	-0
RP11-348H3.5	1_213023955	"NA"	0	1	-0
RP11-350G8.5	1_154376485	"NA"	0	1	-0
RP11-350N15.4	8_38277941	"NA"	0	1	-0
RP11-350N15.5	8_38237182	"NA"	0	1	-0
RP11-350O14.18	9_140065321	"NA"	0	1	-0
RP11-351D16.3	10_43629055	"NA"	0	1	-0
RP11-353N14.1	17_77773717	"NA"	0	1	-0
RP11-353N14.2	17_77782841	"NA"	0	1	-0
RP11-356J5.4	11_112041388	"NA"	0	1	-0
RP11-358B23.1	17_40305744	"NA"	0	1	-0
RP11-359B12.2	12_1095909	UP	0	1	-0
RP11-359E3.4	10_88509482	UP	0	1	-0
RP11-359E8.3	1_211663078	DOWN	0	1	-0
RP11-359I18.5	3_58473196	"NA"	0	1	-0
RP11-359K18.3	1_162518511	"NA"	0	1	-0
RP11-359P5.1	5_122370210	UP	0	1	-0
RP11-35J10.4	11_7716750	"NA"	0	1	-0
RP11-360I20.2	10_28027483	DOWN	0	1	-0
RP11-360P21.2	3_178863488	"NA"	0	1	-0
RP11-361D15.2	15_59976920	"NA"	0	1	-0
RP11-363E6.3	8_82190272	"NA"	0	1	-0
RP11-367G6.3	6_25039374	"NA"	0	1	-0
RP11-373D23.2	2_28614158	UP	0	1	-0
RP11-377D9.3	12_13152284	"NA"	0	1	-0
RP11-377G16.2	4_81093511	"NA"	0	1	-0
RP11-37B2.1	8_90768859	"NA"	0	1	-0
RP11-385F7.1	6_47444756	"NA"	0	1	-0
RP11-387H17.4	17_38082534	"NA"	0	1	-0
RP11-388M20.2	16_31141369	"NA"	0	1	-0
RP11-388M20.6	16_31191436	"NA"	0	1	-0
RP11-38J22.3	1_206222001	"NA"	0	1	-0
RP11-392B6.1	4_141042310	"NA"	0	1	-0
RP11-392C20.1	4_158117306	UP	0	1	-0
RP11-393M11.2	4_57329893	"NA"	0	1	-0
RP11-394B2.6	16_70779902	"NA"	0	1	-0
RP11-395A13.2	2_128640632	"NA"	0	1	-0
RP11-395B7.2	7_100544889	DOWN	0	1	-0
RP11-402J6.1	4_113429679	UP	0	1	-0
RP11-403P17.2	16_66612840	UP	0	1	-0
RP11-403P17.2	16_66612840	UP	0	1	-0
RP11-403P17.2	16_66612840	UP	0	1	-0
RP11-403P17.2	16_66612840	UP	0	1	-0
RP11-403P17.2	16_66612840	UP	0	1	-0
RP11-403P17.2	16_66612840	UP	0	1	-0
RP11-403P17.2	16_66612840	UP	0	1	-0
RP11-403P17.2	16_66612840	UP	0	1	-0
RP11-403P17.2	16_66612840	UP	0	1	-0
RP11-404E16.1	1_151583021	"NA"	0	1	-0
RP11-407G23.1	16_57120373	UP	0	1	-0
RP11-415D17.3	6_76064583	"NA"	0	1	-0
RP11-425A23.1	4_148538242	"NA"	0	1	-0
RP11-426L16.10	1_113246774	"NA"	0	1	-0
RP11-426L16.9	1_113246774	"NA"	0	1	-0
RP11-428F8.2	6_111566234	"NA"	0	1	-0
RP11-430G17.3	1_62202974	"NA"	0	1	-0
RP11-431I8.1	3_159941781	"NA"	0	1	-0
RP11-431K24.1	1_8081098	"NA"	0	1	-0
RP11-431K24.3	1_8265143	"NA"	0	1	-0
RP11-433J8.1	14_97056644	DOWN	0	1	-0
RP11-433M22.1	17_46456641	"NA"	0	1	-0
RP11-435P24.2	1_203319882	"NA"	0	1	-0
RP11-439E19.3	1_246938844	"NA"	0	1	-0
RP11-440G5.2	9_94169416	UP	0	1	-0
RP11-441O15.3	10_101190466	"NA"	0	1	-0
RP11-445F12.1	17_35287723	"NA"	0	1	-0
RP11-445H22.4	20_43373347	DOWN	0	1	-0
RP11-446E24.4	1_54660143	"NA"	0	1	-0
RP11-449J10.1	16_77464853	DOWN	0	1	-0
RP11-449J10.1	16_77464853	DOWN	0	1	-0
RP11-449P15.1	7_1098463	"NA"	0	1	-0
RP11-449P15.2	7_909888	"NA"	0	1	-0
RP11-44M6.3	7_100162503	"NA"	0	1	-0
RP11-44N12.5	8_99953138	"NA"	0	1	-0
RP11-44N21.4	14_105630619	"NA"	0	1	-0
RP11-451M19.3	10_111713257	"NA"	0	1	-0
RP11-452L6.7	16_31497401	"NA"	0	1	-0
RP11-460I19.2	4_986189	"NA"	0	1	-0
RP11-461O7.1	16_56224456	UP	0	1	-0
RP11-463O9.5	16_86591953	"NA"	0	1	-0
RP11-463P17.3	10_48356478	"NA"	0	1	-0
RP11-465B22.8	1_1096739	UP	0	1	-0
RP11-465B22.8	1_1096739	UP	0	1	-0
RP11-465K1.2	1_95317503	"NA"	0	1	-0
RP11-465L10.10	20_44643933	UP	0	1	-0
RP11-466F5.8	1_165735279	"NA"	0	1	-0
RP11-467J12.4	16_53079931	"NA"	0	1	-0
RP11-468E2.2	14_24656814	"NA"	0	1	-0
RP11-468E2.4	14_24615500	"NA"	0	1	-0
RP11-468E2.5	14_24605003	"NA"	0	1	-0
RP11-46F15.2	1_3531260	"NA"	0	1	-0
RP11-474I16.8	1_161730087	"NA"	0	1	-0
RP11-474N24.6	18_9912357	"NA"	0	1	-0
RP11-478B9.1	12_45442949	DOWN	0	1	-0
RP11-481A20.4	8_11853498	"NA"	0	1	-0
RP11-483A20.3	4_169925905	"NA"	0	1	-0
RP11-483F11.7	10_101408595	"NA"	0	1	-0
RP11-486B10.3	1_41996483	"NA"	0	1	-0
RP11-498B4.5	10_118428986	DOWN	0	1	-0
RP11-498B4.5	10_118428986	DOWN	0	1	-0
RP11-501C14.6	17_47089144	"NA"	0	1	-0
RP11-501J20.3	10_118955275	"NA"	0	1	-0
RP11-506H20.1	5_54527882	"NA"	0	1	-0
RP11-507K13.4	10_50960893	"NA"	0	1	-0
RP11-50B3.4	11_126077102	"NA"	0	1	-0
RP11-513D5.5	8_38132657	"NA"	0	1	-0
RP11-514P8.2	7_102071439	DOWN	0	1	-0
RP11-51F16.9	17_61677598	"NA"	0	1	-0
RP11-521B24.5	14_105935935	UP	0	1	-0
RP11-524G24.2	9_124337747	"NA"	0	1	-0
RP11-525A16.4	10_112255134	"NA"	0	1	-0
RP11-528I4.2	4_56411438	"NA"	0	1	-0
RP11-52J3.2	6_158295670	"NA"	0	1	-0
RP11-52M17.1	7_44638478	"NA"	0	1	-0
RP11-535C21.3	9_100745219	"NA"	0	1	-0
RP11-536G4.2	12_96248886	"NA"	0	1	-0
RP11-539E17.5	8_124192240	UP	0	1	-0
RP11-539E17.5	8_124192240	UP	0	1	-0
RP11-539I5.1	10_118604837	"NA"	0	1	-0
RP11-541P9.3	5_162863336	"NA"	0	1	-0
RP11-542C16.1	17_7256844	"NA"	0	1	-0
RP11-542P2.1	4_141416556	"NA"	0	1	-0
RP11-545E17.3	9_131474504	"NA"	0	1	-0
RP11-549L6.3	10_111965601	DOWN	0	1	-0
RP11-54O7.1	1_831895	"NA"	0	1	-0
RP11-54O7.16	1_831895	"NA"	0	1	-0
RP11-54O7.3	1_850619	UP	0	1	-0
RP11-561E1.1	8_24371015	"NA"	0	1	-0
RP11-563E2.2	4_164028891	"NA"	0	1	-0
RP11-563K23.1	7_143056475	"NA"	0	1	-0
RP11-565P22.6	1_162333421	"NA"	0	1	-0
RP11-566K11.5	16_90008861	UP	0	1	-0
RP11-568N6.1	2_64750059	"NA"	0	1	-0
RP11-571E6.4	X_47243154	"NA"	0	1	-0
RP11-571L19.7	4_99846712	"NA"	0	1	-0
RP11-571M6.15	12_58161745	"NA"	0	1	-0
RP11-571M6.17	12_58194310	"NA"	0	1	-0
RP11-573D15.3	3_186524905	"NA"	0	1	-0
RP11-57H12.3	1_95698761	"NA"	0	1	-0
RP11-582J16.3	8_22421325	"NA"	0	1	-0
RP11-589P10.5	17_6888922	"NA"	0	1	-0
RP11-589P10.7	17_6920166	"NA"	0	1	-0
RP11-58K22.4	11_44626254	"NA"	0	1	-0
RP11-58K22.5	11_44626254	"NA"	0	1	-0
RP11-58O9.1	17_38595978	"NA"	0	1	-0
RP11-597D13.9	4_159093706	"NA"	0	1	-0
RP11-597M17.1	8_27759669	"NA"	0	1	-0
RP11-597M17.2	8_27759669	"NA"	0	1	-0
RP11-597M17.3	8_27759669	"NA"	0	1	-0
RP11-5P18.10	1_16358634	"NA"	0	1	-0
RP11-602N24.3	4_110736003	"NA"	0	1	-0
RP11-603J24.17	12_56499407	"NA"	0	1	-0
RP11-613C6.2	17_47779472	"NA"	0	1	-0
RP11-614O9.1	14_105040945	"NA"	0	1	-0
RP11-61A14.4	16_66782799	"NA"	0	1	-0
RP11-61E11.1	12_105466089	"NA"	0	1	-0
RP11-61E11.2	12_105499207	"NA"	0	1	-0
RP11-61I13.3	6_39863325	"NA"	0	1	-0
RP11-61L14.6	1_154551150	"NA"	0	1	-0
RP11-620J15.1	12_58223143	"NA"	0	1	-0
RP11-624M8.1	6_126066736	"NA"	0	1	-0
RP11-629O1.2	8_134580784	"NA"	0	1	-0
RP11-62G11.1	3_69581852	DOWN	0	1	-0
RP11-632F7.3	4_40808768	"NA"	0	1	-0
RP11-637O19.2	6_10879441	DOWN	0	1	-0
RP11-638I2.4	14_100703289	"NA"	0	1	-0
RP11-641A6.2	12_52991046	"NA"	0	1	-0
RP11-641A6.3	12_53074732	"NA"	0	1	-0
RP11-642P15.1	12_104321489	"NA"	0	1	-0
RP11-644F5.10	12_56105899	UP	0	1	-0
RP11-646I6.5	4_57252367	"NA"	0	1	-0
RP11-651P23.5	3_149684214	"NA"	0	1	-0
RP11-656E20.5	12_10361208	"NA"	0	1	-0
RP11-65D24.2	13_112239460	"NA"	0	1	-0
RP11-660L16.2	11_71158066	"NA"	0	1	-0
RP11-661C8.3	5_968560	UP	0	1	-0
RP11-662I13.2	12_25101330	UP	0	1	-0
RP11-664D1.1	12_3980477	"NA"	0	1	-0
RP11-666I19.2	8_1564327	"NA"	0	1	-0
RP11-66D17.5	1_156682729	"NA"	0	1	-0
RP11-66N11.8	X_152863309	UP	0	1	-0
RP11-66N24.3	14_24019414	"NA"	0	1	-0
RP11-66N24.4	14_24019414	"NA"	0	1	-0
RP11-674I16.1	2_28110896	"NA"	0	1	-0
RP11-67C2.2	10_45940413	"NA"	0	1	-0
RP11-67L3.2	1_55242641	"NA"	0	1	-0
RP11-67L3.4	1_55348935	"NA"	0	1	-0
RP11-67L3.5	1_55348935	"NA"	0	1	-0
RP11-680B3.2	3_148672315	"NA"	0	1	-0
RP11-685N10.1	11_94203874	"NA"	0	1	-0
RP11-689P11.3	4_8455224	"NA"	0	1	-0
RP11-68I3.4	17_27894880	"NA"	0	1	-0
RP11-690I21.1	2_232650661	"NA"	0	1	-0
RP11-693N9.2	11_104768294	UP	0	1	-0
RP11-698N11.2	11_35936365	DOWN	0	1	-0
RP11-6N17.4	17_45968624	"NA"	0	1	-0
RP11-705C15.2	12_9800038	"NA"	0	1	-0
RP11-705C15.4	12_9800038	"NA"	0	1	-0
RP11-705O1.8	18_266478	"NA"	0	1	-0
RP11-711G10.1	5_7745379	"NA"	0	1	-0
RP11-712L6.5	11_126167458	"NA"	0	1	-0
RP11-713N11.4	12_25250996	"NA"	0	1	-0
RP11-715J22.6	16_2519607	"NA"	0	1	-0
RP11-724O16.1	2_170335943	"NA"	0	1	-0
RP11-727A23.10	11_82993065	"NA"	0	1	-0
RP11-727F15.11	11_62538519	"NA"	0	1	-0
RP11-727F15.12	11_62552270	"NA"	0	1	-0
RP11-728B21.3	3_72931916	"NA"	0	1	-0
RP11-728F11.4	11_117696255	UP	0	1	-0
RP11-730K11.1	11_121315620	"NA"	0	1	-0
RP11-731C17.1	3_136523708	UP	0	1	-0
RP11-734K2.4	12_89917112	"NA"	0	1	-0
RP11-737F9.1	8_131947560	"NA"	0	1	-0
RP11-73K9.2	4_113151073	"NA"	0	1	-0
RP11-744I24.2	7_141249571	UP	0	1	-0
RP11-74C1.2	1_151516084	"NA"	0	1	-0
RP11-74C1.4	1_151512436	"NA"	0	1	-0
RP11-74E22.3	17_2608661	DOWN	0	1	-0
RP11-750H9.5	11_47428858	"NA"	0	1	-0
RP11-756H6.1	12_57821437	"NA"	0	1	-0
RP11-757F18.5	3_111851530	"NA"	0	1	-0
RP11-770E5.1	8_49459923	"NA"	0	1	-0
RP11-775D22.2	7_129781157	"NA"	0	1	-0
RP11-775D22.3	7_129811048	"NA"	0	1	-0
RP11-78A19.3	18_11845189	"NA"	0	1	-0
RP11-793H13.10	12_53894681	"NA"	0	1	-0
RP11-793H13.10	12_54017129	"NA"	0	1	-0
RP11-793H13.11	12_53894681	"NA"	0	1	-0
RP11-795F19.5	18_77789450	"NA"	0	1	-0
RP11-796G6.2	14_102181923	UP	0	1	-0
RP11-798M19.3	4_174250436	"NA"	0	1	-0
RP11-79C6.3	5_35933668	"NA"	0	1	-0
RP11-79O8.1	2_20099736	"NA"	0	1	-0
RP11-809C9.2	12_116983349	"NA"	0	1	-0
RP11-809O17.1	8_142136544	"NA"	0	1	-0
RP11-80I15.4	9_97872808	"NA"	0	1	-0
RP11-811P12.3	13_103053485	"NA"	0	1	-0
RP11-816J6.3	3_169484905	"NA"	0	1	-0
RP11-831H9.11	11_62424417	"NA"	0	1	-0
RP11-831H9.3	11_62364829	"NA"	0	1	-0
RP11-834C11.10	12_54552625	"NA"	0	1	-0
RP11-834C11.14	12_54410340	"NA"	0	1	-0
RP11-834C11.8	12_54552625	"NA"	0	1	-0
RP11-839D17.3	11_113173183	"NA"	0	1	-0
RP11-848P1.5	17_29417757	"NA"	0	1	-0
RP11-849F2.10	17_8198367	"NA"	0	1	-0
RP11-849F2.9	17_8161151	"NA"	0	1	-0
RP11-84A19.3	1_32246460	"NA"	0	1	-0
RP11-84C10.1	14_21445501	"NA"	0	1	-0
RP11-85F14.5	3_136580002	"NA"	0	1	-0
RP11-85G20.1	14_93673394	"NA"	0	1	-0
RP11-85O21.2	9_126768067	"NA"	0	1	-0
RP11-85O21.4	9_126768067	"NA"	0	1	-0
RP11-860B13.1	12_27931486	"NA"	0	1	-0
RP11-864I4.3	11_62295575	"NA"	0	1	-0
RP11-864I4.4	11_62312186	"NA"	0	1	-0
RP11-867G23.12	11_66101155	"NA"	0	1	-0
RP11-872D17.4	11_57092994	"NA"	0	1	-0
RP11-872D17.8	11_57188288	"NA"	0	1	-0
RP11-87E22.2	8_22731675	"NA"	0	1	-0
RP11-87F15.2	4_177240056	"NA"	0	1	-0
RP11-890B15.2	11_130731664	"NA"	0	1	-0
RP11-893F2.9	17_48351871	"NA"	0	1	-0
RP11-895M11.2	14_91879240	"NA"	0	1	-0
RP11-895M11.3	14_91879240	"NA"	0	1	-0
RP11-896J10.3	14_36985647	"NA"	0	1	-0
RP11-90L20.2	1_201692891	"NA"	0	1	-0
RP11-90P5.4	8_37978975	"NA"	0	1	-0
RP11-90P5.5	8_37978975	"NA"	0	1	-0
RP11-90P5.7	8_38020002	"NA"	0	1	-0
RP11-92K15.1	8_81031916	"NA"	0	1	-0
RP11-934B9.3	14_24805899	"NA"	0	1	-0
RP11-93B14.5	20_61286054	"NA"	0	1	-0
RP11-93B14.6	20_61272978	"NA"	0	1	-0
RP11-94C24.6	17_48579141	UP	0	1	-0
RP11-950C14.7	14_75592888	"NA"	0	1	-0
RP11-968A15.2	12_54654323	"NA"	0	1	-0
RP11-968A15.8	12_54668939	"NA"	0	1	-0
RP11-96C23.15	10_88727385	"NA"	0	1	-0
RP11-96C23.5	10_88727385	"NA"	0	1	-0
RP11-96O20.4	15_45878786	"NA"	0	1	-0
RP11-977G19.10	12_56705304	"NA"	0	1	-0
RP11-977G19.11	12_56691696	"NA"	0	1	-0
RP11-98C1.1	2_118749134	"NA"	0	1	-0
RP11-998D10.1	14_21498182	"NA"	0	1	-0
RP13-188A5.1	X_55929148	"NA"	0	1	-0
RP13-235E23.1	6_41268672	"NA"	0	1	-0
RP13-30A9.1	20_61210857	"NA"	0	1	-0
RP13-30A9.2	20_61210857	"NA"	0	1	-0
RP13-314C10.5	X_23759553	UP	0	1	-0
RP13-314C10.5	X_23759553	UP	0	1	-0
RP13-314C10.5	X_23759553	UP	0	1	-0
RP13-314C10.5	X_23759553	UP	0	1	-0
RP13-314C10.5	X_23759553	UP	0	1	-0
RP13-43E11.1	X_38074684	UP	0	1	-0
RP13-638C3.3	17_80537131	UP	0	1	-0
RP13-638C3.3	17_80537131	UP	0	1	-0
RP13-638C3.3	17_80537131	UP	0	1	-0
RP13-638C3.3	17_80537131	UP	0	1	-0
RP13-638C3.3	17_80537131	UP	0	1	-0
RP13-941N14.1	12_122016757	UP	0	1	-0
RP2	X_46685847	UP	-0.08739383185621108	0.8004773350911398	0.32106754038384105
RP2	X_46685847	UP	-0.08739383185621108	0.8004773350911398	0.32106754038384105
RP3-322G13.5	20_23337748	"NA"	0	1	-0
RP3-322G13.7	20_23325253	"NA"	0	1	-0
RP3-323N1.2	10_11212079	"NA"	0	1	-0
RP3-323P24.3	X_57146197	UP	0	1	-0
RP3-323P24.3	X_57146197	UP	0	1	-0
RP3-327A19.5	X_119054420	"NA"	0	1	-0
RP3-339A18.6	X_53451043	"NA"	0	1	-0
RP3-395M20.12	1_2458433	"NA"	0	1	-0
RP3-395M20.8	1_2458433	"NA"	0	1	-0
RP3-398G3.5	6_152719211	"NA"	0	1	-0
RP3-400N23.6	22_31688131	"NA"	0	1	-0
RP3-403L10.3	6_158313011	"NA"	0	1	-0
RP3-412A9.15	22_31538012	"NA"	0	1	-0
RP3-416H24.4	12_52772817	"NA"	0	1	-0
RP3-418C23.2	6_97724161	"NA"	0	1	-0
RP3-422G23.3	6_138709793	"NA"	0	1	-0
RP3-425P12.5	6_25039374	"NA"	0	1	-0
RP3-428L16.2	6_161406454	"NA"	0	1	-0
RP3-467N11.1	6_101328128	"NA"	0	1	-0
RP3-512B11.3	6_7538657	DOWN	0	1	-0
RP3-522P13.1	6_25254994	"NA"	0	1	-0
RP3-522P13.3	6_25254994	"NA"	0	1	-0
RP4-537K23.4	X_129090736	UP	0	1	-0
RP4-537K23.4	X_129090736	UP	0	1	-0
RP4-537K23.4	X_129090736	UP	0	1	-0
RP4-539M6.19	22_30802336	"NA"	0	1	-0
RP4-545K15.5	X_100881645	"NA"	0	1	-0
RP4-559A3.6	1_226110293	UP	0	1	-0
RP4-559A3.7	1_226110293	UP	0	1	-0
RP4-576H24.4	20_1597364	"NA"	0	1	-0
RP4-607J2.1	7_2414681	"NA"	0	1	-0
RP4-616B8.4	20_37587585	"NA"	0	1	-0
RP4-620F22.2	1_89723555	"NA"	0	1	-0
RP4-635G19.1	X_102461640	UP	0	1	-0
RP4-635G19.1	X_102461640	UP	0	1	-0
RP4-635G19.1	X_102461640	UP	0	1	-0
RP4-639F20.1	1_95389111	"NA"	0	1	-0
RP4-673M15.1	7_44924079	"NA"	0	1	-0
RP4-676L2.1	8_29201519	"NA"	0	1	-0
RP4-677H15.4	1_70686109	"NA"	0	1	-0
RP4-681L3.2	1_205903639	"NA"	0	1	-0
RP4-753D10.3	20_23011171	"NA"	0	1	-0
RP4-753D10.5	20_23011171	"NA"	0	1	-0
RP4-758J18.13	1_1313316	"NA"	0	1	-0
RP4-758J18.2	1_1313316	"NA"	0	1	-0
RP4-761J14.8	12_6771399	"NA"	0	1	-0
RP4-761J14.9	12_6831898	"NA"	0	1	-0
RP4-769N13.6	X_101849747	UP	0	1	-0
RP4-792G4.2	1_63769568	UP	0	1	-0
RP4-792G4.3	1_63826788	"NA"	0	1	-0
RP4-811H24.9	1_32814703	"NA"	0	1	-0
RP5-1000K24.2	X_77160915	"NA"	0	1	-0
RP5-1029F21.3	17_294770	UP	0	1	-0
RP5-1029F21.3	17_294770	UP	0	1	-0
RP5-1029K10.2	17_47650838	"NA"	0	1	-0
RP5-1029K10.4	17_47653701	"NA"	0	1	-0
RP5-1057J7.7	1_23695196	DOWN	0	1	-0
RP5-1061H20.3	1_229406345	"NA"	0	1	-0
RP5-1061H20.4	1_229406345	"NA"	0	1	-0
RP5-1061H20.5	1_229363280	"NA"	0	1	-0
RP5-1077I2.3	20_13222160	"NA"	0	1	-0
RP5-1091N2.9	X_70416889	"NA"	0	1	-0
RP5-1092A11.5	1_3581866	UP	0	1	-0
RP5-1096D14.3	12_2024526	"NA"	0	1	-0
RP5-1115A15.2	1_8571654	"NA"	0	1	-0
RP5-1139I1.2	X_118523817	"NA"	0	1	-0
RP5-1154L15.1	12_689397	"NA"	0	1	-0
RP5-1154L15.2	12_689397	"NA"	0	1	-0
RP5-1159O4.1	7_7606018	"NA"	0	1	-0
RP5-1170K4.7	22_37475724	"NA"	0	1	-0
RP5-1177I5.3	22_37943591	"NA"	0	1	-0
RP5-833A20.1	1_61718787	"NA"	0	1	-0
RP5-837J1.2	17_33327263	"NA"	0	1	-0
RP5-837M10.2	1_100802776	"NA"	0	1	-0
RP5-855F16.1	7_10974386	"NA"	0	1	-0
RP5-864K19.4	1_39323109	"NA"	0	1	-0
RP5-866L20.2	1_54985504	"NA"	0	1	-0
RP5-884G6.2	1_100430956	"NA"	0	1	-0
RP5-890E16.2	17_46123289	"NA"	0	1	-0
RP5-890O3.3	1_1313316	"NA"	0	1	-0
RP5-892F13.2	1_7998728	"NA"	0	1	-0
RP5-899E9.1	7_77045115	"NA"	0	1	-0
RP5-902P8.10	1_1206874	"NA"	0	1	-0
RP5-902P8.12	1_1160798	"NA"	0	1	-0
RP5-915N17.3	1_228637113	"NA"	0	1	-0
RP5-940J5.3	12_6641136	"NA"	0	1	-0
RP5-940J5.6	12_6685050	"NA"	0	1	-0
RP5-940J5.8	12_6652529	"NA"	0	1	-0
RP5-971N18.3	20_7997490	"NA"	0	1	-0
RP6-159A1.3	X_65219509	"NA"	0	1	-0
RP6-29D12.4	X_53343502	"NA"	0	1	-0
RP6-33F8.1	X_83755250	UP	0	1	-0
RP6-33F8.1	X_83755250	UP	0	1	-0
RP6-33F8.1	X_83755250	UP	0	1	-0
RPA3	7_7756106	"NA"	-0.10887216514026976	0.7627273154397549	0.3907607271817423
RPA3	7_7670628	"NA"	-0.10887216514026976	0.7627273154397549	0.3907607271817423
RPA3-AS1	7_7670628	"NA"	0	1	-0
RPE	2_210863697	"NA"	-0.37323691204104126	0.12146266330286401	3.041415186372111
RPGR	X_38182019	UP	-0.5276060849587658	0.24447779811033057	2.032224639977682
RPGRIP1L	16_53735580	"NA"	-0.19165999115859522	0.6365127867722509	0.6517385984706726
RPH3AL	17_188621	UP	-0.8948160325217476	0.26225168405859844	1.9309760577371067
RPH3AL	17_188621	UP	-0.8948160325217476	0.26225168405859844	1.9309760577371067
RPIA	2_88986091	"NA"	-0.0016256335049638082	0.9950090198260346	0.0072184910408161366
RPL10	X_153625658	UP	0.42065929303000615	0.07408741120912579	3.754627766394568
RPL10	X_153614327	"NA"	0.42065929303000615	0.07408741120912579	3.754627766394568
RPL10	X_153625658	UP	0.42065929303000615	0.07408741120912579	3.754627766394568
RPL10	X_153625658	UP	0.42065929303000615	0.07408741120912579	3.754627766394568
RPL13A	19_49982418	"NA"	0.27513886739669324	0.25160735827113473	1.9907539803567853
RPL13P5	12_6965724	"NA"	0.09333679944163764	0.7725376497831247	0.3723228501139695
RPL15P4	6_31488607	"NA"	-0.5643431407020341	0.481309490579931	1.0549632238854092
RPL23A	17_27046828	"NA"	0.21577479024029955	0.34654625120543536	1.5288801828372631
RPL23A	17_27039527	UP	0.21577479024029955	0.34654625120543536	1.5288801828372631
RPL24	3_101393991	"NA"	0.2673644021290613	0.25446741940392087	1.9744471414285178
RPL24	3_101404833	"NA"	0.2673644021290613	0.25446741940392087	1.9744471414285178
RPL26L1	5_172377099	"NA"	-0.3448070834037633	0.2403421942408032	2.056838146052505
RPL27A	11_8710137	"NA"	0.3772958726132831	0.1017832376623991	3.296428106484802
RPL27A	11_8704733	"NA"	0.3772958726132831	0.1017832376623991	3.296428106484802
RPL28	19_55892329	"NA"	0.4431052053929516	0.1105217711524605	3.1775975077148284
RPL29	3_52028891	"NA"	0.361378415196544	0.133867679259753	2.901120413539712
RPL32P1	6_33046251	"NA"	0.7028995738267996	0.459262567474358	1.1226088944329204
RPL34	4_109541262	"NA"	0.39442611531741	0.10684754823041201	3.2263742912079185
RPL34-AS1	4_109541262	"NA"	0.9460511319638477	0.062267804161717365	4.005369785472946
RPL36A	X_100640013	UP	0.5376810748163905	0.018310835749646554	5.77115854913899
RPL36A	X_100640013	UP	0.5376810748163905	0.018310835749646554	5.77115854913899
RPL36A	X_100640013	UP	0.5376810748163905	0.018310835749646554	5.77115854913899
RPL36A	X_100640013	UP	0.5376810748163905	0.018310835749646554	5.77115854913899
RPL36A	X_100640013	DOWN	0.5376810748163905	0.018310835749646554	5.77115854913899
RPL36A	X_100640013	UP	0.5376810748163905	0.018310835749646554	5.77115854913899
RPL36A-HNRNPH2	X_100640013	DOWN	-0.706796366831111	0.26547535231923586	1.9133501726054782
RPL36A-HNRNPH2	X_100640013	UP	-0.706796366831111	0.26547535231923586	1.9133501726054782
RPL36A-HNRNPH2	X_100640013	UP	-0.706796366831111	0.26547535231923586	1.9133501726054782
RPL36A-HNRNPH2	X_100640013	UP	-0.706796366831111	0.26547535231923586	1.9133501726054782
RPL36A-HNRNPH2	X_100640013	UP	-0.706796366831111	0.26547535231923586	1.9133501726054782
RPL36A-HNRNPH2	X_100640013	UP	-0.706796366831111	0.26547535231923586	1.9133501726054782
RPL4	15_66793401	"NA"	-0.10041647852722768	0.6700047201167187	0.5777568356378542
RPL41	12_56499407	"NA"	0.6214781890293892	0.017557478751814612	5.831770500562364
RPL7	8_74204618	"NA"	-0.3001281138628169	0.4005849831149022	1.31981975559329
RPL7P51	19_52143468	"NA"	-0.40029500181008926	0.5335728149027518	0.9062429306213816
RPL7P56	X_135862606	"NA"	1.2703543619487325	0.021985706017515767	5.5072903278353
RPLP2	11_809019	"NA"	0.15018921270976016	0.5258699631715438	0.9272220000862818
RPP14	3_58290093	"NA"	0.25236458118228366	0.22254257236887398	2.167846745008956
RPP30	10_92621905	"NA"	-0.07080980621959121	0.7287184785560482	0.45656652043619456
